File Name,Extension,Size,Created,Modified,Accessed,Path
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2014.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:27,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2014.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2015.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:27,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2015.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2016.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:27,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2016.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2018.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:28,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2018.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2019.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:28,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2019.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2021.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:28,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2021.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2022.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:28,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2022.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2023.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:28,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2023.tif
NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2024.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:28,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Glyptocephalus cynoglossus\NEUS_FAL_IDW_Glyptocephalus_cynoglossus_2024.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1974.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:29,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1974.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1975.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:29,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1975.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1976.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:29,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1976.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1977.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:30,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1977.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1978.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:30,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1978.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1979.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:36,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1979.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1980.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:36,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1980.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1981.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:36,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1981.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1982.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:36,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1982.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1983.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1983.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1984.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1984.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1985.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1985.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1986.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1986.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1987.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1987.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1988.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1988.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1989.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1989.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1990.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1990.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1991.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1991.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1992.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:37,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1992.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1993.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1993.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1994.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1994.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1995.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1995.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1996.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1996.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1997.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1997.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1998.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1998.tif
NEUS_FAL_IDW_Hemitripterus_americanus_1999.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_1999.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2000.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2000.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2001.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2001.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2002.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2002.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2003.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:38,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2003.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2004.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2004.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2005.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2005.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2006.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2006.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2007.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2007.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2008.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2008.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2009.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2009.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2010.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2010.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2011.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2011.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2012.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2012.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2013.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2013.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2014.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:39,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2014.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2015.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2015.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2016.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2016.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2018.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2018.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2019.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2019.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2021.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2021.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2022.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2022.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2023.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2023.tif
NEUS_FAL_IDW_Hemitripterus_americanus_2024.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:40,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hemitripterus americanus\NEUS_FAL_IDW_Hemitripterus_americanus_2024.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1974.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1974.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1975.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1975.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1976.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1976.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1977.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1977.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1978.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:42,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1978.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1979.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:48,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1979.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1980.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:48,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1980.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1981.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:48,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1981.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1982.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:48,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1982.tif
NEUS_FAL_IDW_Hippoglossoides_platessoides_1983.tif,.tif,1.25 MB,2025-09-18 20:24:17.828552,2024-08-26 15:06:02.564091,2026-04-12 15:40:48,C:\Users\john.f.kennedy\Documents\ArcGIS\Projects\DisMAP\ArcGIS-Analysis-Python\August 1 2025\Images\NEUS_FAL_IDW\Hippoglossoides platessoides\NEUS_FAL_IDW_Hippoglossoides_platessoides_1983.tif
