"","Region","SurveyName","Species","Common","TrendCategory","Notes","Haul_Inc_Dec","Bio_Inc_Dec"
"629","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Eleginus gracilis","Saffron cod","Persistently Present",NA,"Decreasing",NA
"630","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Enophrys diceraus","Antlered sculpin","Persistently Present",NA,"Decreasing",NA
"631","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Erimacrus isenbeckii","Hair crab","Persistently Present",NA,NA,NA
"632","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Evasterias echinosoma","Giant sea star","Persistently Present",NA,NA,NA
"633","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gadus chalcogrammus","Walleye pollock","Persistently Present",NA,NA,"Decreasing"
"634","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gadus macrocephalus","Pacific cod","Persistently Present",NA,"Decreasing",NA
"635","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gorgonocephalus eucnemis","Basket star","Persistently Present",NA,NA,NA
"636","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gymnocanthus pistilliger","Threaded sculpin","Persistently Present",NA,NA,NA
"637","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gymnocanthus tricuspis","Arctic staghorn sculpin","Persistently Present",NA,"Decreasing",NA
"638","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hemilepidotus papilio","Butterfly sculpin","Persistently Present",NA,"Decreasing",NA
"639","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hexagrammos stelleri","Whitespotted greenling","Persistently Present",NA,NA,NA
"640","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hippoglossoides elassodon and H. robustus","Flathead sole-bering flounder","Persistently Present",NA,NA,"Decreasing"
"641","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hippoglossus stenolepis","Pacific halibut","Persistently Present",NA,"Increasing",NA
"642","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hyas coarctatus","Arctic lyre crab","Persistently Present",NA,"Decreasing",NA
"643","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Labidochirus splendescens","Splendid hermit","Persistently Present",NA,NA,NA
"644","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lepidopsetta sp.","Rock soles","Persistently Present",NA,"Decreasing",NA
"645","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Leptasterias (Hexasterias) polaris","Polar six-rayed star","Persistently Present",NA,NA,NA
"646","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Leptasterias arctica","Arctic star","Persistently Present",NA,"Decreasing",NA
"647","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Leptasterias groenlandica","Greenland star","Potentially Disappearing","Preliminary trend - under review","Decreasing","Decreasing"
"648","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lethasterias nanimensis","Black spined sea star","Persistently Present",NA,NA,NA
"649","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Limanda aspera","Yellowfin sole","Persistently Present",NA,NA,NA
"650","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Limanda sakhalinensis","Sakhalin sole","Persistently Present",NA,NA,"Decreasing"
"651","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lumpenus fabricii","Slender eelblenny","Persistently Present",NA,NA,NA
"652","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lumpenus sagitta","Snake prickleback","Sporadic - Primarily Present",NA,"Increasing",NA
"653","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lycodes palearis","Wattled eelpout","Persistently Present",NA,NA,NA
"654","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lycodes raridens","Marbled eelpout","Persistently Present",NA,"Decreasing",NA
"655","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lycodes turneri","Polar eelpout","Persistently Present",NA,"Decreasing",NA
"656","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Mallotus villosus","Capelin","Persistently Present",NA,NA,NA
"657","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Modiolus modiolus","Northern horsemussel","Sporadic - Primarily Present",NA,"Decreasing",NA
"658","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myoxocephalus jaok","Plain sculpin","Persistently Present",NA,"Decreasing","Decreasing"
"659","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myoxocephalus polyacanthocephalus","Great sculpin","Persistently Present",NA,NA,NA
"660","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myoxocephalus scorpius","Shorthorn sculpin","Persistently Present",NA,"Decreasing",NA
"661","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myzopsetta proboscidea","Longhead dab","Persistently Present",NA,NA,NA
"662","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Nautichthys pribilovius","Eyeshade sculpin","Persistently Present",NA,NA,NA
"663","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Occella dodecaedron","Bering poacher","Persistently Present",NA,NA,NA
"664","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Osmerus mordax","Rainbow smelt","Persistently Present",NA,"Decreasing","Decreasing"
"665","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus capillatus","Hairy hermit crab","Persistently Present",NA,NA,NA
"666","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus ochotensis","Alaskan hermit crab","Persistently Present",NA,NA,NA
"667","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus rathbuni","Longfinger hermit","Persistently Present",NA,"Decreasing",NA
"668","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus trigonocheirus","Fuzzy hermit","Persistently Present",NA,"Decreasing","Decreasing"
"669","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pallasina barbata","Tubenose poacher","Persistently Present",NA,NA,NA
"670","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Paralithodes camtschaticus","Red king crab","Persistently Present",NA,NA,NA
"671","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Paralithodes platypus","Blue king crab","Persistently Present",NA,NA,NA
"672","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Platichthys stellatus","Starry flounder","Persistently Present",NA,"Increasing",NA
"673","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pleuronectes quadrituberculatus","Alaska plaice","Persistently Present",NA,NA,NA
"674","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Podothecus accipenserinus","Sturgeon poacher","Persistently Present",NA,NA,"Decreasing"
"675","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Podothecus veternus","Veteran poacher","Persistently Present",NA,"Decreasing",NA
"676","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Telmessus cheiragonus","Helmet crab","Persistently Present",NA,NA,NA
"677","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Triglops pingelii","Ribbed sculpin","Persistently Present",NA,NA,NA
"678","Southeast US","SEAMAP Fall Coastal Trawl Survey","Acanthostracion quadricornis","Scrawled cowfish","Sporadic - Primarily Present",NA,NA,NA
"679","Southeast US","SEAMAP Fall Coastal Trawl Survey","Achelous gibbesii","Iridescent swimming crab","Persistently Present",NA,"Decreasing",NA
"680","Southeast US","SEAMAP Fall Coastal Trawl Survey","Achelous spinimanus","Blotched swimming crab","Persistently Present",NA,"Decreasing",NA
"681","Southeast US","SEAMAP Fall Coastal Trawl Survey","Aetobatus narinari","Spotted eagle ray","Sporadic - Primarily Present",NA,"Decreasing",NA
"682","Southeast US","SEAMAP Fall Coastal Trawl Survey","Alosa aestivalis","Blueback herring","Sporadic - Primarily Absent",NA,"Increasing",NA
"683","Southeast US","SEAMAP Fall Coastal Trawl Survey","Aluterus schoepfii","Orange filefish","Sporadic - Primarily Present",NA,"Decreasing",NA
"684","Southeast US","SEAMAP Fall Coastal Trawl Survey","Anchoa spp.","Anchovies","Persistently Present",NA,"Decreasing","Decreasing"
"685","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA,"Increasing",NA
"686","Southeast US","SEAMAP Fall Coastal Trawl Survey","Archosargus probatocephalus","Sheepshead","Sporadic - Primarily Present",NA,"Decreasing",NA
"687","Southeast US","SEAMAP Fall Coastal Trawl Survey","Arenaeus cribrarius","Speckled swimming crab","Persistently Present",NA,NA,NA
"688","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ariopsis felis","Hardhead catfish","Persistently Present",NA,NA,NA
"689","Southeast US","SEAMAP Fall Coastal Trawl Survey","Bagre marinus","Gafftopsail catfish","Persistently Present",NA,"Increasing",NA
"690","Southeast US","SEAMAP Fall Coastal Trawl Survey","Bairdiella chrysoura","Silver perch","Persistently Present",NA,"Decreasing",NA
"691","Southeast US","SEAMAP Fall Coastal Trawl Survey","Bathytoshia centroura","Roughtail stingray","Persistently Present",NA,NA,NA
"692","Southeast US","SEAMAP Fall Coastal Trawl Survey","Brevoortia smithi","Yellowfin menhaden","Sporadic - Primarily Present",NA,"Decreasing",NA
"693","Southeast US","SEAMAP Fall Coastal Trawl Survey","Brevoortia tyrannus","Atlantic menhaden","Persistently Present",NA,"Decreasing",NA
"694","Southeast US","SEAMAP Fall Coastal Trawl Survey","Calamus leucosteus","Whitebone porgy","Disappeared",NA,NA,NA
"695","Southeast US","SEAMAP Fall Coastal Trawl Survey","Calappa flammea","Flame box crab","Sporadic - Primarily Present",NA,NA,NA
"696","Southeast US","SEAMAP Fall Coastal Trawl Survey","Callinectes ornatus","Shelling crab","Persistently Present",NA,"Decreasing","Decreasing"
"697","Southeast US","SEAMAP Fall Coastal Trawl Survey","Callinectes sapidus","Blue crab","Persistently Present",NA,"Increasing",NA
"698","Southeast US","SEAMAP Fall Coastal Trawl Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA,"Increasing",NA
"699","Southeast US","SEAMAP Fall Coastal Trawl Survey","Caranx crysos","Blue runner","Persistently Present",NA,"Decreasing",NA
"700","Southeast US","SEAMAP Fall Coastal Trawl Survey","Caranx hippos","Crevalle jack","Persistently Present",NA,NA,NA
"701","Southeast US","SEAMAP Fall Coastal Trawl Survey","Carcharhinus acronotus","Blacknose shark","Emerged",NA,"Decreasing",NA
"702","Southeast US","SEAMAP Fall Coastal Trawl Survey","Carcharhinus limbatus","Blacktip shark","Potentially Emerging",NA,NA,NA
"703","Southeast US","SEAMAP Fall Coastal Trawl Survey","Centropristis philadelphica","Rock sea bass","Persistently Present",NA,"Decreasing","Decreasing"
"704","Southeast US","SEAMAP Fall Coastal Trawl Survey","Centropristis striata","Black sea bass","Persistently Present",NA,NA,NA
"705","Southeast US","SEAMAP Fall Coastal Trawl Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA,"Decreasing","Decreasing"
"706","Southeast US","SEAMAP Fall Coastal Trawl Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA,"Decreasing",NA
"707","Southeast US","SEAMAP Fall Coastal Trawl Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA,NA,NA
"708","Southeast US","SEAMAP Fall Coastal Trawl Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA,NA,NA
"709","Southeast US","SEAMAP Fall Coastal Trawl Survey","Citharichthys spilopterus","Bay whiff","Persistently Present",NA,"Decreasing",NA
"710","Southeast US","SEAMAP Fall Coastal Trawl Survey","Cynoscion nebulosus","Spotted weakfish","Sporadic - Primarily Absent",NA,NA,NA
"711","Southeast US","SEAMAP Fall Coastal Trawl Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA,"Decreasing",NA
"712","Southeast US","SEAMAP Fall Coastal Trawl Survey","Cynoscion regalis","Weakfish","Persistently Present",NA,NA,NA
"713","Southeast US","SEAMAP Fall Coastal Trawl Survey","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA,"Decreasing",NA
"714","Southeast US","SEAMAP Fall Coastal Trawl Survey","Diplectrum formosum","Sand perch","Persistently Present",NA,NA,NA
"715","Southeast US","SEAMAP Fall Coastal Trawl Survey","Doryteuthis sp","Inshore Squid sp.","Persistently Present",NA,"Decreasing",NA
"716","Southeast US","SEAMAP Fall Coastal Trawl Survey","Echeneis naucrates","Sharksucker","Persistently Present",NA,NA,NA
"717","Southeast US","SEAMAP Fall Coastal Trawl Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA,"Decreasing","Decreasing"
"718","Southeast US","SEAMAP Fall Coastal Trawl Survey","Etropus cyclosquamus","Shelf flounder","Persistently Present",NA,NA,NA
"719","Southeast US","SEAMAP Fall Coastal Trawl Survey","Eucinostomus spp.","Mojarras","Persistently Present",NA,"Decreasing",NA
"720","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gibbesia neglecta","Lesser mantis shrimp","Persistently Present",NA,"Decreasing",NA
"721","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gymnachirus melas","Naked sole","Disappeared",NA,NA,NA
"722","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gymnura altavela","Spiny butterfly ray","Sporadic - Primarily Present",NA,"Decreasing",NA
"723","Southeast US","SEAMAP Fall Coastal Trawl Survey","Gymnura micrura","Smooth butterfly ray","Persistently Present",NA,"Decreasing",NA
"724","Southeast US","SEAMAP Fall Coastal Trawl Survey","Harengula jaguana","Scaled sardine","Persistently Present",NA,NA,NA
"725","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hepatus epheliticus","Calico box crab","Persistently Present",NA,"Decreasing",NA
"726","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hippocampus erectus","Lined seahorse","Sporadic - Primarily Present",NA,NA,NA
"727","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hypanus americanus","Southern stingray","Persistently Present",NA,"Decreasing","Decreasing"
"728","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hypanus sabinus","Atlantic stingray","Persistently Present",NA,"Decreasing",NA
"729","Southeast US","SEAMAP Fall Coastal Trawl Survey","Hypanus say","Bluntnose stingray","Persistently Present",NA,"Decreasing","Decreasing"
"730","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lagocephalus laevigatus","Smooth puffer","Potentially Emerging",NA,NA,NA
"731","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lagodon rhomboides","Pinfish","Persistently Present",NA,"Decreasing",NA
"732","Southeast US","SEAMAP Fall Coastal Trawl Survey","Larimus fasciatus","Banded drum","Persistently Present",NA,NA,NA
"733","Southeast US","SEAMAP Fall Coastal Trawl Survey","Leiostomus xanthurus","Spot","Persistently Present",NA,NA,NA
"734","Southeast US","SEAMAP Fall Coastal Trawl Survey","Limulus polyphemus","Horseshoe crab","Emerged","Preliminary trend - under review","Decreasing",NA
"735","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lolliguncula brevis","Atlantic brief squid","Persistently Present",NA,"Decreasing","Decreasing"
"736","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lutjanus campechanus","Red snapper","Emerged",NA,NA,NA
"737","Southeast US","SEAMAP Fall Coastal Trawl Survey","Lutjanus synagris","Lane snapper","Persistently Present",NA,NA,NA
"738","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menippe mercenaria","Florida stone crab","Persistently Present",NA,"Decreasing",NA
"739","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menticirrhus americanus","Southern kingfish","Persistently Present",NA,"Decreasing","Decreasing"
"740","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menticirrhus littoralis","Gulf kingfish","Persistently Present",NA,"Decreasing",NA
"741","Southeast US","SEAMAP Fall Coastal Trawl Survey","Menticirrhus saxatilis","Northern kingfish","Potentially Disappearing",NA,"Decreasing",NA
"742","Southeast US","SEAMAP Fall Coastal Trawl Survey","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA,"Decreasing",NA
"743","Southeast US","SEAMAP Fall Coastal Trawl Survey","Mobula hypostoma","Devil ray","Potentially Disappearing",NA,"Decreasing","Decreasing"
"744","Southeast US","SEAMAP Fall Coastal Trawl Survey","Mugil curema","White mullet","Potentially Disappearing",NA,NA,NA
"745","Southeast US","SEAMAP Fall Coastal Trawl Survey","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA,"Decreasing",NA
"746","Southeast US","SEAMAP Fall Coastal Trawl Survey","Octopus vulgaris","Common octopus","Sporadic - Primarily Present",NA,NA,NA
"747","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ogcocephalus cubifrons",NA,"Disappeared",NA,NA,NA
"748","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ogcocephalus rostellum","Palefin batfish","Sporadic - Primarily Present",NA,"Decreasing",NA
"749","Southeast US","SEAMAP Fall Coastal Trawl Survey","Opisthonema oglinum","Atlantic thread herring","Persistently Present",NA,NA,NA
"750","Southeast US","SEAMAP Fall Coastal Trawl Survey","Orthopristis chrysoptera","Pigfish","Persistently Present",NA,NA,NA
"751","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA,"Decreasing",NA
"752","Southeast US","SEAMAP Fall Coastal Trawl Survey","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA,NA,NA
"753","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pagurus longicarpus","Longwrist hermit crab","Sporadic - Primarily Absent",NA,"Decreasing","Decreasing"
"754","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pagurus pollicaris","Gray hermit crab","Persistently Present",NA,"Decreasing",NA
"755","Southeast US","SEAMAP Fall Coastal Trawl Survey","Paralichthys albigutta","Gulf flounder","Persistently Present",NA,NA,NA
"756","Southeast US","SEAMAP Fall Coastal Trawl Survey","Paralichthys dentatus","Summer flounder","Persistently Present",NA,"Decreasing","Decreasing"
"757","Southeast US","SEAMAP Fall Coastal Trawl Survey","Paralichthys lethostigma","Southern flounder","Persistently Present",NA,"Decreasing",NA
"758","Southeast US","SEAMAP Fall Coastal Trawl Survey","Penaeus aztecus","Brown shrimp","Persistently Present",NA,"Decreasing",NA
"759","Southeast US","SEAMAP Fall Coastal Trawl Survey","Penaeus duorarum","Pink shrimp","Sporadic - Primarily Present",NA,NA,NA
"760","Southeast US","SEAMAP Fall Coastal Trawl Survey","Penaeus setiferus","Northern white shrimp","Persistently Present",NA,"Decreasing",NA
"761","Southeast US","SEAMAP Fall Coastal Trawl Survey","Peprilus paru","Harvestfish","Persistently Present",NA,NA,NA
"762","Southeast US","SEAMAP Fall Coastal Trawl Survey","Peprilus triacanthus","American butterfish","Persistently Present",NA,NA,NA
"763","Southeast US","SEAMAP Fall Coastal Trawl Survey","Persephona mediterranea","Mottled purse crab","Persistently Present",NA,"Decreasing",NA
"764","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pilumnus sayi","Spineback hairy crab","Potentially Disappearing",NA,"Decreasing",NA
"765","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pogonias cromis","Black drum","Emerged",NA,"Decreasing",NA
"766","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pomatomus saltatrix","Bluefish","Persistently Present",NA,"Decreasing",NA
"767","Southeast US","SEAMAP Fall Coastal Trawl Survey","Porcellana sigsbeiana","Striped porcelain crab","Disappeared",NA,NA,NA
"768","Southeast US","SEAMAP Fall Coastal Trawl Survey","Portunus sayi","Sargassum swimming crab","Potentially Disappearing",NA,"Decreasing",NA
"769","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus carolinus","Northern searobin","Persistently Present",NA,"Increasing",NA
"770","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus evolans","Striped searobin","Persistently Present",NA,NA,NA
"771","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus rubio","Blackwing searobin","Persistently Present",NA,NA,NA
"772","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus scitulus","Leopard searobin","Persistently Present",NA,NA,NA
"773","Southeast US","SEAMAP Fall Coastal Trawl Survey","Prionotus tribulus","Bighead searobin","Persistently Present",NA,"Decreasing",NA
"774","Southeast US","SEAMAP Fall Coastal Trawl Survey","Pseudobatos lentiginosus","Atlantic guitarfish","Sporadic - Primarily Present",NA,"Decreasing",NA
"775","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rachycentron canadum","Cobia","Emerged",NA,NA,NA
"776","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rhinoptera bonasus","Cownose ray","Persistently Present",NA,"Decreasing",NA
"777","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA,"Increasing",NA
"778","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rimapenaeus constrictus","Roughneck shrimp","Potentially Disappearing",NA,"Decreasing",NA
"779","Southeast US","SEAMAP Fall Coastal Trawl Survey","Rostroraja eglanteria","Clearnose skate","Persistently Present",NA,"Decreasing",NA
"780","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sardinella aurita","Spanish sardine","Sporadic - Primarily Present",NA,"Decreasing","Decreasing"
"781","Southeast US","SEAMAP Fall Coastal Trawl Survey","Scomberomorus cavalla","King mackerel","Persistently Present",NA,"Decreasing","Decreasing"
"782","Southeast US","SEAMAP Fall Coastal Trawl Survey","Scomberomorus maculatus","Spanish mackerel","Persistently Present",NA,NA,NA
"783","Southeast US","SEAMAP Fall Coastal Trawl Survey","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA,"Decreasing","Decreasing"
"784","Southeast US","SEAMAP Fall Coastal Trawl Survey","Selene setapinnis","Atlantic moonfish","Persistently Present",NA,"Decreasing",NA
"785","Southeast US","SEAMAP Fall Coastal Trawl Survey","Selene vomer","Lookdown","Persistently Present",NA,"Decreasing",NA
"786","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphoeroides maculatus","Northern puffer","Persistently Present",NA,NA,NA
"787","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphyraena guachancho","Guachanche barracuda","Persistently Present",NA,"Decreasing",NA
"788","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphyrna lewini","Scalloped hammerhead","Emerged",NA,"Increasing",NA
"789","Southeast US","SEAMAP Fall Coastal Trawl Survey","Sphyrna tiburo","Bonnethead","Persistently Present",NA,NA,NA
"790","Southeast US","SEAMAP Fall Coastal Trawl Survey","Squilla empusa","Mantis shrimp","Persistently Present",NA,"Decreasing",NA
"791","Southeast US","SEAMAP Fall Coastal Trawl Survey","Stellifer lanceolatus","Star drum","Persistently Present",NA,"Decreasing",NA
"792","Southeast US","SEAMAP Fall Coastal Trawl Survey","Stephanolepis hispida","Planehead filefish","Persistently Present",NA,"Decreasing",NA
"793","Southeast US","SEAMAP Fall Coastal Trawl Survey","Stomolophus meleagris","Cannonball jellyfish","Emerged","Preliminary trend - under review","Decreasing",NA
"794","Southeast US","SEAMAP Fall Coastal Trawl Survey","Syacium papillosum","Dusky flounder","Persistently Present",NA,NA,NA
"795","Southeast US","SEAMAP Fall Coastal Trawl Survey","Symphurus plagiusa","Blackcheek tonguefish","Persistently Present",NA,"Decreasing","Decreasing"
"796","Southeast US","SEAMAP Fall Coastal Trawl Survey","Synodus foetens","Inshore lizardfish","Persistently Present",NA,NA,"Decreasing"
"797","Southeast US","SEAMAP Fall Coastal Trawl Survey","Trachinotus carolinus","Florida pompano","Persistently Present",NA,"Decreasing",NA
"798","Southeast US","SEAMAP Fall Coastal Trawl Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA,NA,"Increasing"
"799","Southeast US","SEAMAP Fall Coastal Trawl Survey","Trinectes maculatus","Hogchoker","Persistently Present",NA,NA,NA
"800","Southeast US","SEAMAP Fall Coastal Trawl Survey","Urophycis earllii","Carolina hake","Sporadic - Primarily Absent",NA,NA,NA
"801","Southeast US","SEAMAP Fall Coastal Trawl Survey","Xiphopenaeus kroyeri","Atlantic seabob","Persistently Present",NA,"Decreasing",NA
"802","Southeast US","SEAMAP Spring Coastal Trawl Survey","Acanthostracion quadricornis","Scrawled cowfish","Potentially Disappearing",NA,NA,"Decreasing"
"803","Southeast US","SEAMAP Spring Coastal Trawl Survey","Achelous gibbesii","Iridescent swimming crab","Persistently Present",NA,"Decreasing","Decreasing"
"804","Southeast US","SEAMAP Spring Coastal Trawl Survey","Achelous spinimanus","Blotched swimming crab","Persistently Present",NA,"Decreasing","Decreasing"
"805","Southeast US","SEAMAP Spring Coastal Trawl Survey","Aetobatus narinari","Spotted eagle ray","Sporadic - Primarily Present",NA,NA,NA
"806","Southeast US","SEAMAP Spring Coastal Trawl Survey","Alosa aestivalis","Blueback herring","Potentially Disappearing",NA,NA,NA
"807","Southeast US","SEAMAP Spring Coastal Trawl Survey","Anchoa spp.","Anchovies","Persistently Present",NA,"Decreasing",NA
"808","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA,"Decreasing",NA
"809","Southeast US","SEAMAP Spring Coastal Trawl Survey","Archosargus probatocephalus","Sheepshead","Sporadic - Primarily Present",NA,"Decreasing",NA
"810","Southeast US","SEAMAP Spring Coastal Trawl Survey","Arenaeus cribrarius","Speckled swimming crab","Persistently Present",NA,NA,NA
"811","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ariopsis felis","Hardhead catfish","Persistently Present",NA,"Increasing",NA
