"","Region","SurveyName","Species","Common","TrendCategory","Notes"
"407","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Trachurus lathami","Rough scad","Persistently Present",NA
"408","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA
"409","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Trichopsetta ventralis","Sash flounder","Persistently Present",NA
"410","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Upeneus parvus","Dwarf goatfish","Persistently Present",NA
"411","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Urophycis cirrata","Gulf hake","Persistently Present",NA
"412","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Urophycis floridana","Southern hake","Persistently Present",NA
"413","Gulf of Mexico","Gulf of Mexico Summer Shrimp/Groundfish Survey","Xyrichtys novacula","Pearly razorfish","Persistently Present",NA
"414","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Aphareus rutilans","Lehi","Persistently Present",NA
"415","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Etelis carbunculus","Ehu","Persistently Present",NA
"416","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Etelis coruscans","Onaga","Persistently Present",NA
"417","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Hyporthodus quernus","Hapu'upu'u","Persistently Present",NA
"418","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Pristipomoides filamentosus","Opakapaka","Persistently Present",NA
"419","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Pristipomoides sieboldii","Kalekale","Persistently Present",NA
"420","Hawai'i Islands","Bottomfish Fishery-Independent Survey in Hawaii (BFISH)","Pristipomoides zonatus","Gindai","Persistently Present",NA
"421","Northeast US","NEFSC Fall Bottom Trawl","Alosa aestivalis","Blueback herring","Persistently Present",NA
"422","Northeast US","NEFSC Fall Bottom Trawl","Alosa pseudoharengus","Alewife","Persistently Present",NA
"423","Northeast US","NEFSC Fall Bottom Trawl","Alosa sapidissima","American shad","Persistently Present",NA
"424","Northeast US","NEFSC Fall Bottom Trawl","Amblyraja radiata","Thorny skate","Persistently Present",NA
"425","Northeast US","NEFSC Fall Bottom Trawl","Ammodytes dubius","Northern sand lance","Persistently Present",NA
"426","Northeast US","NEFSC Fall Bottom Trawl","Anarhichas lupus","Atlantic wolffish","Sporadic - Primarily Present",NA
"427","Northeast US","NEFSC Fall Bottom Trawl","Anchoa hepsetus","Striped anchovy","Persistently Present",NA
"428","Northeast US","NEFSC Fall Bottom Trawl","Anchoa mitchilli","Bay anchovy","Persistently Present",NA
"429","Northeast US","NEFSC Fall Bottom Trawl","Antigonia capros","Deepbody boarfish","Emerged",NA
"430","Northeast US","NEFSC Fall Bottom Trawl","Ariomma bondi","Silver rag driftfish","Emerged",NA
"431","Northeast US","NEFSC Fall Bottom Trawl","Aspidophoroides monopterygius","Alligatorfish","Emerged",NA
"432","Northeast US","NEFSC Fall Bottom Trawl","Bathypolypus arcticus","North atlantic octopus","Emerged",NA
"433","Northeast US","NEFSC Fall Bottom Trawl","Brosme brosme","Cusk","Persistently Present",NA
"434","Northeast US","NEFSC Fall Bottom Trawl","Cancer borealis","Jonah crab","Persistently Present",NA
"435","Northeast US","NEFSC Fall Bottom Trawl","Cancer irroratus","Atlantic rock crab","Persistently Present",NA
"436","Northeast US","NEFSC Fall Bottom Trawl","Caranx crysos","Blue runner","Emerged",NA
"437","Northeast US","NEFSC Fall Bottom Trawl","Centropristis striata","Black sea bass","Persistently Present",NA
"438","Northeast US","NEFSC Fall Bottom Trawl","Chlorophthalmus agassizi","Shortnose greeneye","Emerged",NA
"439","Northeast US","NEFSC Fall Bottom Trawl","Citharichthys arctifrons","Gulf stream flounder","Persistently Present",NA
"440","Northeast US","NEFSC Fall Bottom Trawl","Clupea harengus","Atlantic herring","Persistently Present",NA
"441","Northeast US","NEFSC Fall Bottom Trawl","Cryptacanthodes maculatus","Wrymouth","Persistently Present",NA
"442","Northeast US","NEFSC Fall Bottom Trawl","Cynoscion regalis","Weakfish","Persistently Present",NA
"443","Northeast US","NEFSC Fall Bottom Trawl","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA
"444","Northeast US","NEFSC Fall Bottom Trawl","Dichelopandalus leptocerus","Bristled longbeak","Emerged",NA
"445","Northeast US","NEFSC Fall Bottom Trawl","Dipturus laevis","Barndoor skate","Persistently Present",NA
"446","Northeast US","NEFSC Fall Bottom Trawl","Enchelyopus cimbrius","Fourbeard rockling","Persistently Present",NA
"447","Northeast US","NEFSC Fall Bottom Trawl","Gadus morhua","Atlantic cod","Persistently Present",NA
"448","Northeast US","NEFSC Fall Bottom Trawl","Glyptocephalus cynoglossus","Witch flounder","Persistently Present",NA
"449","Northeast US","NEFSC Fall Bottom Trawl","Helicolenus dactylopterus","Blackbelly rosefish","Persistently Present",NA
"450","Northeast US","NEFSC Fall Bottom Trawl","Hemitripterus americanus","Sea raven","Persistently Present",NA
"451","Northeast US","NEFSC Fall Bottom Trawl","Hippoglossoides platessoides","American plaice","Persistently Present",NA
"452","Northeast US","NEFSC Fall Bottom Trawl","Hippoglossus hippoglossus","Atlantic halibut","Persistently Present",NA
"453","Northeast US","NEFSC Fall Bottom Trawl","Homarus americanus","American lobster","Persistently Present",NA
"454","Northeast US","NEFSC Fall Bottom Trawl","Illex illecebrosus","Northern shortfin squid","Persistently Present",NA
"455","Northeast US","NEFSC Fall Bottom Trawl","Larimus fasciatus","Banded drum","Emerged",NA
"456","Northeast US","NEFSC Fall Bottom Trawl","Leiostomus xanthurus","Spot","Persistently Present",NA
"457","Northeast US","NEFSC Fall Bottom Trawl","Lepophidium profundorum","Fawn cusk-eel","Persistently Present",NA
"458","Northeast US","NEFSC Fall Bottom Trawl","Leucoraja garmani","Rosette skate","Persistently Present",NA
"459","Northeast US","NEFSC Fall Bottom Trawl","Leucoraja ocellata","Winter skate","Persistently Present",NA
"460","Northeast US","NEFSC Fall Bottom Trawl","Limulus polyphemus","Horseshoe crab","Persistently Present",NA
"461","Northeast US","NEFSC Fall Bottom Trawl","Lithodes maja","Norway king crab","Emerged",NA
"462","Northeast US","NEFSC Fall Bottom Trawl","Lophius americanus","Monkfish","Persistently Present",NA
"463","Northeast US","NEFSC Fall Bottom Trawl","Malacoraja senta","Smooth skate","Persistently Present",NA
"464","Northeast US","NEFSC Fall Bottom Trawl","Maurolicus weitzmani","Atlantic pearlside","Sporadic - Primarily Present",NA
"465","Northeast US","NEFSC Fall Bottom Trawl","Melanogrammus aeglefinus","Haddock","Persistently Present",NA
"466","Northeast US","NEFSC Fall Bottom Trawl","Menticirrhus americanus","Southern kingfish","Emerged",NA
"467","Northeast US","NEFSC Fall Bottom Trawl","Menticirrhus saxatilis","Northern kingfish","Persistently Present",NA
"468","Northeast US","NEFSC Fall Bottom Trawl","Merluccius albidus","Offshore hake","Persistently Present",NA
"469","Northeast US","NEFSC Fall Bottom Trawl","Merluccius bilinearis","Silver hake","Persistently Present",NA
"470","Northeast US","NEFSC Fall Bottom Trawl","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA
"471","Northeast US","NEFSC Fall Bottom Trawl","Mustelus canis","Smooth dogfish","Persistently Present",NA
"472","Northeast US","NEFSC Fall Bottom Trawl","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA
"473","Northeast US","NEFSC Fall Bottom Trawl","Myoxocephalus octodecemspinosus","Longhorn sculpin","Persistently Present",NA
"474","Northeast US","NEFSC Fall Bottom Trawl","Myxine glutinosa","Atlantic hagfish","Persistently Present",NA
"475","Northeast US","NEFSC Fall Bottom Trawl","Opisthonema oglinum","Atlantic thread herring","Emerged",NA
"476","Northeast US","NEFSC Fall Bottom Trawl","Orthopristis chrysoptera","Pigfish","Emerged",NA
"477","Northeast US","NEFSC Fall Bottom Trawl","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA
"478","Northeast US","NEFSC Fall Bottom Trawl","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA
"479","Northeast US","NEFSC Fall Bottom Trawl","Pandalus borealis","Atlantic northern shrimp","Persistently Present",NA
"480","Northeast US","NEFSC Fall Bottom Trawl","Pandalus montagui","Aesop shrimp","Sporadic - Primarily Present",NA
"481","Northeast US","NEFSC Fall Bottom Trawl","Paralichthys dentatus","Summer flounder","Persistently Present",NA
"482","Northeast US","NEFSC Fall Bottom Trawl","Pasiphaea multidentata","Pink glass shrimp","Emerged",NA
"483","Northeast US","NEFSC Fall Bottom Trawl","Peprilus triacanthus","American butterfish","Persistently Present",NA
"484","Northeast US","NEFSC Fall Bottom Trawl","Peristedion miniatum","Armored searobin","Persistently Present",NA
"485","Northeast US","NEFSC Fall Bottom Trawl","Placopecten magellanicus","Atlantic sea scallop","Persistently Present",NA
"486","Northeast US","NEFSC Fall Bottom Trawl","Pollachius virens","Pollock","Persistently Present",NA
"487","Northeast US","NEFSC Fall Bottom Trawl","Polymixia lowei","Beardfish","Emerged",NA
"488","Northeast US","NEFSC Fall Bottom Trawl","Pomatomus saltatrix","Bluefish","Persistently Present",NA
"489","Northeast US","NEFSC Fall Bottom Trawl","Pontophilus norvegicus","Norwegian shrimp","Potentially Emerging",NA
"490","Northeast US","NEFSC Fall Bottom Trawl","Prionotus carolinus","Northern searobin","Persistently Present",NA
"491","Northeast US","NEFSC Fall Bottom Trawl","Prionotus evolans","Striped searobin","Persistently Present",NA
"492","Northeast US","NEFSC Fall Bottom Trawl","Pseudopleuronectes americanus","Winter flounder","Persistently Present",NA
"493","Northeast US","NEFSC Fall Bottom Trawl","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA
"494","Northeast US","NEFSC Fall Bottom Trawl","Sardinella aurita","Spanish sardine","Emerged",NA
"495","Northeast US","NEFSC Fall Bottom Trawl","Scomber scombrus","Atlantic mackerel","Persistently Present",NA
"496","Northeast US","NEFSC Fall Bottom Trawl","Scomberesox saurus","Atlantic saury","Sporadic - Primarily Present",NA
"497","Northeast US","NEFSC Fall Bottom Trawl","Scomberomorus maculatus","Spanish mackerel","Emerged",NA
"498","Northeast US","NEFSC Fall Bottom Trawl","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA
"499","Northeast US","NEFSC Fall Bottom Trawl","Scyliorhinus retifer","Chain catshark","Persistently Present",NA
"500","Northeast US","NEFSC Fall Bottom Trawl","Sebastes fasciatus","Acadian redfish","Persistently Present",NA
"501","Northeast US","NEFSC Fall Bottom Trawl","Selene setapinnis","Atlantic moonfish","Potentially Emerging",NA
"502","Northeast US","NEFSC Fall Bottom Trawl","Sphoeroides maculatus","Northern puffer","Persistently Present",NA
"503","Northeast US","NEFSC Fall Bottom Trawl","Sphyraena borealis","Northern sennet","Emerged",NA
"504","Northeast US","NEFSC Fall Bottom Trawl","Squalus acanthias","Spiny dogfish","Persistently Present",NA
"505","Northeast US","NEFSC Fall Bottom Trawl","Stenotomus chrysops","Scup","Persistently Present",NA
"506","Northeast US","NEFSC Fall Bottom Trawl","Synodus foetens","Inshore lizardfish","Persistently Present",NA
"507","Northeast US","NEFSC Fall Bottom Trawl","Tautogolabrus adspersus","Cunner","Persistently Present",NA
"508","Northeast US","NEFSC Fall Bottom Trawl","Trachurus lathami","Rough scad","Persistently Present",NA
"509","Northeast US","NEFSC Fall Bottom Trawl","Trichiurus lepturus","Atlantic cutlassfish","Emerged",NA
"510","Northeast US","NEFSC Fall Bottom Trawl","Urophycis chuss","Red hake","Persistently Present",NA
"511","Northeast US","NEFSC Fall Bottom Trawl","Urophycis regia","Spotted hake","Persistently Present",NA
"512","Northeast US","NEFSC Fall Bottom Trawl","Urophycis tenuis","White hake","Persistently Present",NA
"513","Northeast US","NEFSC Spring Bottom Trawl","Alosa aestivalis","Blueback herring","Persistently Present",NA
"514","Northeast US","NEFSC Spring Bottom Trawl","Alosa pseudoharengus","Alewife","Persistently Present",NA
"515","Northeast US","NEFSC Spring Bottom Trawl","Alosa sapidissima","American shad","Persistently Present",NA
"516","Northeast US","NEFSC Spring Bottom Trawl","Amblyraja radiata","Thorny skate","Persistently Present",NA
"517","Northeast US","NEFSC Spring Bottom Trawl","Ammodytes dubius","Northern sand lance","Persistently Present",NA
"518","Northeast US","NEFSC Spring Bottom Trawl","Anarhichas lupus","Atlantic wolffish","Persistently Present",NA
"519","Northeast US","NEFSC Spring Bottom Trawl","Aspidophoroides monopterygius","Alligatorfish","Emerged",NA
"520","Northeast US","NEFSC Spring Bottom Trawl","Bathypolypus arcticus","North atlantic octopus","Emerged",NA
"521","Northeast US","NEFSC Spring Bottom Trawl","Brosme brosme","Cusk","Persistently Present",NA
"522","Northeast US","NEFSC Spring Bottom Trawl","Cancer borealis","Jonah crab","Persistently Present",NA
"523","Northeast US","NEFSC Spring Bottom Trawl","Cancer irroratus","Atlantic rock crab","Persistently Present",NA
"524","Northeast US","NEFSC Spring Bottom Trawl","Centropristis striata","Black sea bass","Persistently Present",NA
"525","Northeast US","NEFSC Spring Bottom Trawl","Chlorophthalmus agassizi","Shortnose greeneye","Emerged",NA
"526","Northeast US","NEFSC Spring Bottom Trawl","Citharichthys arctifrons","Gulf stream flounder","Persistently Present",NA
"527","Northeast US","NEFSC Spring Bottom Trawl","Clupea harengus","Atlantic herring","Persistently Present",NA
"528","Northeast US","NEFSC Spring Bottom Trawl","Crangon septemspinosa","Sevenspine bay shrimp","Potentially Emerging",NA
"529","Northeast US","NEFSC Spring Bottom Trawl","Dichelopandalus leptocerus","Bristled longbeak","Emerged",NA
"530","Northeast US","NEFSC Spring Bottom Trawl","Dipturus laevis","Barndoor skate","Emerged",NA
"531","Northeast US","NEFSC Spring Bottom Trawl","Enchelyopus cimbrius","Fourbeard rockling","Persistently Present",NA
"532","Northeast US","NEFSC Spring Bottom Trawl","Etropus microstomus","Smallmouth flounder","Sporadic - Primarily Absent",NA
"533","Northeast US","NEFSC Spring Bottom Trawl","Gadus morhua","Atlantic cod","Persistently Present",NA
"534","Northeast US","NEFSC Spring Bottom Trawl","Glyptocephalus cynoglossus","Witch flounder","Persistently Present",NA
"535","Northeast US","NEFSC Spring Bottom Trawl","Helicolenus dactylopterus","Blackbelly rosefish","Persistently Present",NA
"536","Northeast US","NEFSC Spring Bottom Trawl","Hemitripterus americanus","Sea raven","Persistently Present",NA
"537","Northeast US","NEFSC Spring Bottom Trawl","Hippoglossoides platessoides","American plaice","Persistently Present",NA
"538","Northeast US","NEFSC Spring Bottom Trawl","Hippoglossus hippoglossus","Atlantic halibut","Persistently Present",NA
"539","Northeast US","NEFSC Spring Bottom Trawl","Homarus americanus","American lobster","Persistently Present",NA
"540","Northeast US","NEFSC Spring Bottom Trawl","Illex illecebrosus","Northern shortfin squid","Persistently Present",NA
"541","Northeast US","NEFSC Spring Bottom Trawl","Lebbeus polaris","Polar lebbeid","Potentially Emerging",NA
"542","Northeast US","NEFSC Spring Bottom Trawl","Lepophidium profundorum","Fawn cusk-eel","Persistently Present",NA
"543","Northeast US","NEFSC Spring Bottom Trawl","Leucoraja garmani","Rosette skate","Persistently Present",NA
"544","Northeast US","NEFSC Spring Bottom Trawl","Leucoraja ocellata","Winter skate","Persistently Present",NA
"545","Northeast US","NEFSC Spring Bottom Trawl","Limulus polyphemus","Horseshoe crab","Persistently Present",NA
"546","Northeast US","NEFSC Spring Bottom Trawl","Lophius americanus","Monkfish","Persistently Present",NA
"547","Northeast US","NEFSC Spring Bottom Trawl","Malacoraja senta","Smooth skate","Persistently Present",NA
"548","Northeast US","NEFSC Spring Bottom Trawl","Maurolicus weitzmani","Atlantic pearlside","Emerged",NA
"549","Northeast US","NEFSC Spring Bottom Trawl","Melanogrammus aeglefinus","Haddock","Persistently Present",NA
"550","Northeast US","NEFSC Spring Bottom Trawl","Menidia menidia","Atlantic silverside","Emerged",NA
"551","Northeast US","NEFSC Spring Bottom Trawl","Merluccius albidus","Offshore hake","Persistently Present",NA
"552","Northeast US","NEFSC Spring Bottom Trawl","Merluccius bilinearis","Silver hake","Persistently Present",NA
"553","Northeast US","NEFSC Spring Bottom Trawl","Micropogonias undulatus","Atlantic croaker","Potentially Emerging",NA
"554","Northeast US","NEFSC Spring Bottom Trawl","Mustelus canis","Smooth dogfish","Persistently Present",NA
"555","Northeast US","NEFSC Spring Bottom Trawl","Myoxocephalus octodecemspinosus","Longhorn sculpin","Persistently Present",NA
"556","Northeast US","NEFSC Spring Bottom Trawl","Myxine glutinosa","Atlantic hagfish","Persistently Present",NA
"557","Northeast US","NEFSC Spring Bottom Trawl","Ovalipes ocellatus","Ocellate lady crab","Potentially Emerging",NA
"558","Northeast US","NEFSC Spring Bottom Trawl","Ovalipes stephensoni","Coarsehand lady crab","Potentially Emerging",NA
"559","Northeast US","NEFSC Spring Bottom Trawl","Pandalus borealis","Atlantic northern shrimp","Sporadic - Primarily Present",NA
"560","Northeast US","NEFSC Spring Bottom Trawl","Pandalus montagui","Aesop shrimp","Potentially Emerging",NA
"561","Northeast US","NEFSC Spring Bottom Trawl","Paralichthys dentatus","Summer flounder","Persistently Present",NA
"562","Northeast US","NEFSC Spring Bottom Trawl","Pasiphaea multidentata","Pink glass shrimp","Emerged",NA
"563","Northeast US","NEFSC Spring Bottom Trawl","Peprilus triacanthus","American butterfish","Persistently Present",NA
"564","Northeast US","NEFSC Spring Bottom Trawl","Peristedion miniatum","Armored searobin","Sporadic - Primarily Present",NA
"565","Northeast US","NEFSC Spring Bottom Trawl","Placopecten magellanicus","Atlantic sea scallop","Persistently Present",NA
"566","Northeast US","NEFSC Spring Bottom Trawl","Pollachius virens","Pollock","Persistently Present",NA
"567","Northeast US","NEFSC Spring Bottom Trawl","Pontophilus norvegicus","Norwegian shrimp","Potentially Emerging",NA
"568","Northeast US","NEFSC Spring Bottom Trawl","Prionotus carolinus","Northern searobin","Persistently Present",NA
"569","Northeast US","NEFSC Spring Bottom Trawl","Prionotus evolans","Striped searobin","Persistently Present",NA
"570","Northeast US","NEFSC Spring Bottom Trawl","Pseudopleuronectes americanus","Winter flounder","Persistently Present",NA
"571","Northeast US","NEFSC Spring Bottom Trawl","Scomber scombrus","Atlantic mackerel","Persistently Present",NA
"572","Northeast US","NEFSC Spring Bottom Trawl","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA
"573","Northeast US","NEFSC Spring Bottom Trawl","Scyliorhinus retifer","Chain catshark","Persistently Present",NA
"574","Northeast US","NEFSC Spring Bottom Trawl","Sebastes fasciatus","Acadian redfish","Persistently Present",NA
"575","Northeast US","NEFSC Spring Bottom Trawl","Squalus acanthias","Spiny dogfish","Persistently Present",NA
"576","Northeast US","NEFSC Spring Bottom Trawl","Stenotomus chrysops","Scup","Persistently Present",NA
"577","Northeast US","NEFSC Spring Bottom Trawl","Urophycis chuss","Red hake","Persistently Present",NA
"578","Northeast US","NEFSC Spring Bottom Trawl","Urophycis regia","Spotted hake","Persistently Present",NA
"579","Northeast US","NEFSC Spring Bottom Trawl","Urophycis tenuis","White hake","Persistently Present",NA
"580","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Acantholumpenus mackayi","Pighead prickleback","Persistently Present",NA
"581","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Arctoraja parmifera","Alaska skate","Persistently Present",NA
"582","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Aspidophoroides olrikii","Arctic alligatorfish","Persistently Present",NA
"583","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Asterias amurensis","North pacific seastar","Persistently Present",NA
"584","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Boreogadus saida","Arctic cod","Persistently Present",NA
"585","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Chionoecetes opilio","Snow crab","Persistently Present",NA
"586","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Clupea pallasii","Pacific herring","Persistently Present",NA
"587","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Crossaster papposus","Common sunstar","Persistently Present",NA
"588","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Echinarachnius parma","Common sand dollar","Persistently Present",NA
"589","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Eleginus gracilis","Saffron cod","Persistently Present",NA
"590","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Enophrys diceraus","Antlered sculpin","Persistently Present",NA
"591","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Erimacrus isenbeckii","Hair crab","Persistently Present",NA
"592","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Evasterias echinosoma","Giant sea star","Persistently Present",NA
"593","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gadus chalcogrammus","Walleye pollock","Persistently Present",NA
"594","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gadus macrocephalus","Pacific cod","Persistently Present",NA
"595","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gorgonocephalus eucnemis","Basket star","Persistently Present",NA
"596","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gymnocanthus pistilliger","Threaded sculpin","Persistently Present",NA
"597","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Gymnocanthus tricuspis","Arctic staghorn sculpin","Persistently Present",NA
"598","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hemilepidotus papilio","Butterfly sculpin","Persistently Present",NA
"599","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hexagrammos stelleri","Whitespotted greenling","Persistently Present",NA
"600","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hippoglossus stenolepis","Pacific halibut","Persistently Present",NA
"601","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Hyas coarctatus","Arctic lyre crab","Persistently Present",NA
"602","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Labidochirus splendescens","Splendid hermit","Persistently Present",NA
"603","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lepidopsetta sp.","Rock soles","Persistently Present",NA
"604","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Leptasterias arctica","Arctic star","Persistently Present",NA
"605","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Leptasterias groenlandica","Greenland star","Potentially Disappearing","Preliminary trend - under review"
"606","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lethasterias nanimensis","Black spined sea star","Persistently Present",NA
"607","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Limanda aspera","Yellowfin sole","Persistently Present",NA
"608","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Limanda sakhalinensis","Sakhalin sole","Persistently Present",NA
"609","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lumpenus fabricii","Slender eelblenny","Persistently Present",NA
"610","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lumpenus sagitta","Snake prickleback","Sporadic - Primarily Present",NA
"611","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lycodes palearis","Wattled eelpout","Persistently Present",NA
"612","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lycodes raridens","Marbled eelpout","Persistently Present",NA
"613","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Lycodes turneri","Polar eelpout","Persistently Present",NA
"614","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Mallotus villosus","Capelin","Persistently Present",NA
"615","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Modiolus modiolus","Northern horsemussel","Sporadic - Primarily Present",NA
"616","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myoxocephalus jaok","Plain sculpin","Persistently Present",NA
"617","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myoxocephalus polyacanthocephalus","Great sculpin","Persistently Present",NA
"618","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myoxocephalus scorpius","Shorthorn sculpin","Persistently Present",NA
"619","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Myzopsetta proboscidea","Longhead dab","Persistently Present",NA
"620","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Nautichthys pribilovius","Eyeshade sculpin","Persistently Present",NA
"621","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Occella dodecaedron","Bering poacher","Persistently Present",NA
"622","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Osmerus mordax","Rainbow smelt","Persistently Present",NA
"623","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus capillatus","Hairy hermit crab","Persistently Present",NA
"624","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus ochotensis","Alaskan hermit crab","Persistently Present",NA
"625","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus rathbuni","Longfinger hermit","Persistently Present",NA
"626","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pagurus trigonocheirus","Fuzzy hermit","Persistently Present",NA
"627","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Pallasina barbata","Tubenose poacher","Persistently Present",NA
"628","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Paralithodes camtschaticus","Red king crab","Persistently Present",NA
"629","Northern Bering Sea","Northern Bering Sea Crab/Groundfish Survey - Eastern Bering Sea Shelf Survey Extension","Paralithodes platypus","Blue king crab","Persistently Present",NA
