survey_name,valid_name,common,rank,class,order,family,citation,valid_authority,valid_AuthID,url,src_database
Macrocoeloma,Macrocoeloma,,HigherOrder,Malacostraca,Decapoda,Majidae,,,,,worms
Macrocoeloma camptocerum,Macrocoeloma camptocerum,Florida decorator crab,Species,Malacostraca,Decapoda,Epialtidae,"WoRMS (2022). Macrocoeloma camptocerum (Stimpson, 1871). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=421974 on 2022-12-01","(Stimpson, 1871)",421974,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421974,WORMS
Macrocoeloma eutheca,Macrocoeloma eutheca,,Species,Malacostraca,Decapoda,Epialtidae,"WoRMS (2022). Macrocoeloma eutheca (Stimpson, 1871). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=421977 on 2022-12-01","(Stimpson, 1871)",421977,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421977,WORMS
Macrocoeloma nodipes,Macrocoeloma nodipes,,Species,Malacostraca,Decapoda,Epialtidae,"WoRMS (2022). Macrocoeloma nodipes (Desbonne in Desbonne & Schramm, 1867). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=442099 on 2022-12-01","(Desbonne in Desbonne & Schramm, 1867)",442099,https://www.marinespecies.org/aphia.php?p=taxdetails&id=442099,WORMS
Macrocoeloma trispinosum,Macrocoeloma trispinosum,Spongy decorator crab,Species,Malacostraca,Decapoda,Epialtidae,"WoRMS (2022). Macrocoeloma trispinosum (Latreille, 1825). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=421982 on 2022-12-01","(Latreille, 1825)",421982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421982,WORMS
Cypraea cervus,Macrocypraea cervus,,Species,Gastropoda,Littorinimorpha,Cypraeidae,"MolluscaBase eds. (2022). MolluscaBase. Cypraea cervus Linnaeus, 1771. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=578044 on 2022-12-01","(Linnaeus, 1771)",419722,https://www.marinespecies.org/aphia.php?p=taxdetails&id=578044,WORMS
Macropinna microstoma,Macropinna microstoma,Barreleye,Species,Actinopteri,Argentiniformes,Opisthoproctidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Macropinna microstoma Chapman, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281482 on 2022-12-01","Chapman, 1939",281482,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281482,WORMS
Macrorhamphosus scolopax,Macroramphosus scolopax,Longspine snipefish,Species,Actinopteri,Syngnathiformes,Centriscidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Macrorhamphosus scolopax (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217972 on 2022-12-01","(Linnaeus, 1758)",127378,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217972,WORMS
Macroregonia macrochira,Macroregonia macrochira,Long clawed spider crab,Species,Malacostraca,Decapoda,Oregoniidae,"WoRMS (2022). Macroregonia macrochira Sakai, 1978. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=442169 on 2022-12-01","Sakai, 1978",442169,https://www.marinespecies.org/aphia.php?p=taxdetails&id=442169,WORMS
Strombus costatus,Macrostrombus costatus,Milk conch,Species,Gastropoda,Littorinimorpha,Strombidae,"MolluscaBase eds. (2022). MolluscaBase. Strombus costatus Gmelin, 1791. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527813 on 2022-12-01","(Gmelin, 1791)",1429775,https://www.marinespecies.org/aphia.php?p=taxdetails&id=527813,WORMS
Macrouridae,Macrouridae,Grenadiers,HigherOrder,Actinopteri,Gadiformes,Macrouridae,,,,,worms
Macrouridae f.,Macrouridae,Grenadiers,HigherOrder,Actinopteri,Gadiformes,Macrouridae,,,,,worms
Macrourus berglax,Macrourus berglax,Roughhead grenadier,Species,Actinopteri,Gadiformes,Macrouridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Macrourus berglax Lacep<e8>de, 1801. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126472 on 2022-12-01","Lacep<e8>de, 1801",126472,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126472,WORMS
Mactromeris,Mactromeris,,HigherOrder,Bivalvia,Venerida,Mactridae,"MolluscaBase eds. (2023). MolluscaBase. Mactromeris Conrad, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156862 on 2023-01-31","Conrad, 1868",156862,https://www.marinespecies.org/aphia.php?p=taxdetails&id=156862,worms
Mactromeris sp.,Mactromeris,,HigherOrder,Bivalvia,Venerida,Mactridae,"MolluscaBase eds. (2023). MolluscaBase. Mactromeris Conrad, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156862 on 2023-01-31","Conrad, 1868",156862,https://www.marinespecies.org/aphia.php?p=taxdetails&id=156862,worms
Mactromeris polynyma,Mactromeris polynyma,Arctic surfclam,Species,Bivalvia,Venerida,Mactridae,"MolluscaBase eds. (2022). MolluscaBase. Mactromeris polynyma (W. Stimpson, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156863 on 2022-12-01","(W. Stimpson, 1860)",156863,https://www.marinespecies.org/aphia.php?p=taxdetails&id=156863,WORMS
Madracis,Madracis,,HigherOrder,,,,,,,,worms
Maera sp.,Maera,,HigherOrder,,,,,,,,worms
Magnisudis atlantica,Magnisudis atlantica,Duckbill barracudina,Species,Actinopteri,Aulopiformes,Paralepididae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Magnisudis atlantica (Kr<f8>yer, 1868). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126359 on 2022-12-01","(Kr<f8>yer, 1868)",126359,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126359,WORMS
Paralepis atlantica,Magnisudis atlantica,Duckbill barracudina,Species,Actinopteri,Aulopiformes,Paralepididae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Paralepis atlantica Kr<f8>yer, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=299959 on 2022-12-19","(Kr<f8>yer, 1868)",126359,https://www.marinespecies.org/aphia.php?p=taxdetails&id=299959,WORMS
Paralepis atlantica kroyer,Magnisudis atlantica,Duckbill barracudina,Species,Actinopteri,Aulopiformes,Paralepididae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Paralepis atlantica Kr<f8>yer, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=299959 on 2022-12-20","(Kr<f8>yer, 1868)",126360,https://www.marinespecies.org/aphia.php?p=taxdetails&id=299960,WORMS
Mithrax spinosissimus,Maguimithrax spinosissimus,Channel clinging crab,Species,Malacostraca,Decapoda,Mithracidae,"WoRMS (2022). Mithrax spinosissimus (Lamarck, 1818). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=421994 on 2022-12-01","(Lamarck, 1818)",987079,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421994,WORMS
Majidae,Majidae,Spider crabs,HigherOrder,Malacostraca,Decapoda,Majidae,,,,,worms
Majidae f.,Majidae,Spider crabs,HigherOrder,Malacostraca,Decapoda,Majidae,,,,,worms
Malacanthidae,Malacanthidae,Tilefishes,HigherOrder,Actinopteri,Eupercaria incertae sedis,Malacanthidae,,,,,worms
Malacanthus plumieri,Malacanthus plumieri,Sand tilefish,Species,Actinopteri,Eupercaria incertae sedis,Malacanthidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacanthus plumieri (Bloch, 1786). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=277261 on 2022-12-01","(Bloch, 1786)",277261,https://www.marinespecies.org/aphia.php?p=taxdetails&id=277261,WORMS
Malacocephalus laevis,Malacocephalus laevis,Softhead grenadier,Species,Actinopteri,Gadiformes,Macrouridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacocephalus laevis (Lowe, 1843). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272392 on 2022-12-01","(Lowe, 1843)",272392,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272392,WORMS
Malacocephalus occidentalis,Malacocephalus occidentalis,Western softhead grenadier,Species,Actinopteri,Gadiformes,Macrouridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacocephalus occidentalis Goode & Bean, 1885. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158741 on 2022-12-01","Goode & Bean, 1885",158741,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158741,WORMS
Malacocottus,Malacocottus,,HigherOrder,Teleostei,Perciformes,Psychrolutidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacocottus Bean, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254405 on 2023-01-31","Bean, 1890",254405,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254405,worms
Malacocottus sp.,Malacocottus,,HigherOrder,Teleostei,Perciformes,Psychrolutidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Malacocottus Bean, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254405 on 2023-01-31","Bean, 1890",254405,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254405,worms
Malacocottus aleuticus,Malacocottus aleuticus,Whitetail sculpin,Species,Actinopteri,Perciformes,Psychrolutidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacocottus aleuticus (Smith, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279440 on 2022-12-01","(Smith, 1904)",279440,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279440,WORMS
Malacocottus kincaidi,Malacocottus kincaidi,Blackfin sculpin,Species,Actinopteri,Perciformes,Psychrolutidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacocottus kincaidi Gilbert & Thompson, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279442 on 2022-12-01","Gilbert & Thompson, 1905",279442,https://www.marinespecies.org/aphia.php?p=taxdetails&id=279442,WORMS
Malacocottus zonurus,Malacocottus zonurus,Darkfin sculpin,Species,Actinopteri,Perciformes,Psychrolutidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacocottus zonurus Bean, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254406 on 2022-12-01","Bean, 1890",254406,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254406,WORMS
Malacoraja senta,Malacoraja senta,Smooth skate,Species,Elasmobranchii,Rajiformes,Rajidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacoraja senta (Garman, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158554 on 2022-12-01","(Garman, 1885)",158554,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158554,WORMS
Malacoraja spinacidermis,Malacoraja spinacidermis,Soft skate,Species,Elasmobranchii,Rajiformes,Rajidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacoraja spinacidermis (Barnard, 1923). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105878 on 2022-12-19","(Barnard, 1923)",105878,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105878,WORMS
Malacosteidae f.,Malacosteinae,,HigherOrder,,,,,,,,worms
Malacosteinae,Malacosteinae,,HigherOrder,,,,,,,,worms
Malacosteus niger,Malacosteus niger,Black loosejaw,Species,Actinopteri,Stomiiformes,Stomiidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Malacosteus niger Ayres, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127358 on 2022-12-19","Ayres, 1848",127358,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127358,WORMS
Maldanidae,Maldanidae,Bamboo worms,HigherOrder,Polychaeta,,Maldanidae,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Maldanidae Malmgren, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=923 on 2023-01-31","Malmgren, 1867",923,https://www.marinespecies.org/aphia.php?p=taxdetails&id=923,worms
Maldanidae f.,Maldanidae,Bamboo worms,HigherOrder,Polychaeta,,Maldanidae,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Maldanidae Malmgren, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=923 on 2023-01-31","Malmgren, 1867",923,https://www.marinespecies.org/aphia.php?p=taxdetails&id=923,worms
Malleus candeanus,Malleus candeanus,Caribbean hammer-oyster,Species,Bivalvia,Ostreida,Malleidae,"MolluscaBase eds. (2022). MolluscaBase. Malleus candeanus (d'Orbigny, 1853). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=420738 on 2022-12-01","(d'Orbigny, 1853)",420738,https://www.marinespecies.org/aphia.php?p=taxdetails&id=420738,WORMS
Mallotus catervarius,Mallotus villosus,Capelin,Species,Teleostei,Osmeriformes,Osmeridae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Mallotus catervarius (Pennant, 1784). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=301836 on 2023-01-30","(M<fc>ller, 1776)",126735,https://www.marinespecies.org/aphia.php?p=taxdetails&id=301836,worms
Mallotus villosus,Mallotus villosus,Capelin,Species,Actinopteri,Osmeriformes,Osmeridae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Mallotus villosus (M<fc>ller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126735 on 2022-12-01","(M<fc>ller, 1776)",126735,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126735,WORMS
Diplophos maderensis,Manducus maderensis,,Species,Actinopteri,Stomiiformes,Gonostomatidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Diplophos maderensis (Johnson, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127291 on 2022-12-19","(Johnson, 1890)",281518,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127291,WORMS
Mangelia carlottae,Mangelia carlottae,,Species,Gastropoda,Neogastropoda,Mangeliidae,"MolluscaBase eds. (2022). MolluscaBase. Mangelia carlottae Dall, 1919. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=434330 on 2022-12-01","Dall, 1919",434330,https://www.marinespecies.org/aphia.php?p=taxdetails&id=434330,WORMS
Manucomplanus,Manucomplanus,,HigherOrder,Malacostraca,Decapoda,Paguridae,,,,,worms
Manucomplanus corallinus,Manucomplanus ungulatus,,Species,Malacostraca,Decapoda,Paguridae,"Lemaitre, R.; McLaughlin, P. (2022). World Paguroidea & Lomisoidea Database. Manucomplanus ungulatus (Studer, 1883). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366521 on 2022-12-01","(Studer, 1883)",366521,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366521,itis
Manucomplanus ungulatus,Manucomplanus ungulatus,,Species,Malacostraca,Decapoda,Paguridae,"Lemaitre, R.; McLaughlin, P. (2022). World Paguroidea & Lomisoidea Database. Manucomplanus ungulatus (Studer, 1883). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366521 on 2022-12-01","(Studer, 1883)",366521,https://www.marinespecies.org/aphia.php?p=taxdetails&id=366521,WORMS
Margarites,Margarites,Margarite snails,HigherOrder,Gastropoda,Trochida,Margaritidae,"MolluscaBase eds. (2023). MolluscaBase. Margarites Gray, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138592 on 2023-01-31","Gray, 1847",138592,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138592,worms
Margarites sp.,Margarites,Margarite snails,HigherOrder,Gastropoda,Trochida,Margaritidae,"MolluscaBase eds. (2023). MolluscaBase. Margarites Gray, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138592 on 2023-01-31","Gray, 1847",138592,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138592,worms
Margarites argentatus,Margarites argentatus,,Species,Gastropoda,Trochida,Margaritidae,"MolluscaBase eds. (2022). MolluscaBase. Margarites argentatus (A. Gould, 1841). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=153583 on 2022-12-01","(A. Gould, 1841)",153583,https://www.marinespecies.org/aphia.php?p=taxdetails&id=153583,WORMS
Margarites costalis,Margarites costalis,Boreal rosy margarite,Species,Gastropoda,Trochida,Margaritidae,"MolluscaBase eds. (2022). MolluscaBase. Margarites costalis (A. Gould, 1841). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141819 on 2022-12-01","(A. Gould, 1841)",141819,https://www.marinespecies.org/aphia.php?p=taxdetails&id=141819,WORMS
Margarites groenlandica,Margarites groenlandicus,,Species,Gastropoda,Trochida,Margaritidae,"MolluscaBase eds. (2022). MolluscaBase. Margarites groenlandica (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1597130 on 2022-12-19","(Gmelin, 1791)",141820,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1597130,WORMS
Margarites pupillus,Margarites pupillus,Little margarite,Species,Gastropoda,Trochida,Margaritidae,"MolluscaBase eds. (2022). MolluscaBase. Margarites pupillus (Gould, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=528731 on 2022-12-01","(Gould, 1849)",528731,https://www.marinespecies.org/aphia.php?p=taxdetails&id=528731,WORMS
Margarites sp. c (clark and mclean),Margarites sp. C,Margarite snails,Species,Gastropoda,Trochida,Margaritidae,,,,,worms
Mastigoteuthis sp.,Mastigoteuthis,,HigherOrder,,,,,,,,worms
Maulisia,Maulisia,,HigherOrder,Actinopteri,Alepocephaliformes,Platytroctidae,,,,,worms
Maulisia sp.,Maulisia,,HigherOrder,Actinopteri,Alepocephaliformes,Platytroctidae,,,,,worms
Maulisia mauli,Maulisia mauli,Maul's searsid,Species,Actinopteri,Alepocephaliformes,Platytroctidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Maulisia mauli Parr, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126742 on 2022-12-01","Parr, 1960",126742,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126742,WORMS
Maurolicus muelleri,Maurolicus muelleri,Muller's pearlsides,Species,Actinopteri,Stomiiformes,Sternoptychidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Maurolicus muelleri (Gmelin, 1789). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127312 on 2022-12-19","(Gmelin, 1789)",127312,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127312,WORMS
Maurolicus weitzmani,Maurolicus weitzmani,Atlantic pearlside,Species,Actinopteri,Stomiiformes,Sternoptychidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Maurolicus weitzmani Parin & Kobyliansky, 1993. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158838 on 2022-12-01","Parin & Kobyliansky, 1993",158838,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158838,WORMS
Mediaster,Mediaster,,HigherOrder,Asteroidea,Valvatida,Goniasteridae,,,,,worms
Mediaster sp.,Mediaster,,HigherOrder,Asteroidea,Valvatida,Goniasteridae,,,,,worms
Mediaster aequalis,Mediaster aequalis,Vermillion star,Species,Asteroidea,Valvatida,Goniasteridae,"Mah, C.L. (2022). World Asteroidea Database. Mediaster aequalis Stimpson, 1857. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=242160 on 2022-12-01","Stimpson, 1857",242160,https://www.marinespecies.org/aphia.php?p=taxdetails&id=242160,WORMS
Mediaster bairdi,Mediaster bairdi,,Species,Asteroidea,Valvatida,Goniasteridae,"Mah, C.L. (2022). World Asteroidea Database. Mediaster bairdi (Verrill, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124045 on 2022-12-19","(Verrill, 1882)",124045,https://www.marinespecies.org/aphia.php?p=taxdetails&id=124045,WORMS
Mediaster tenellus,Mediaster tenellus,Delicate star,Species,Asteroidea,Valvatida,Goniasteridae,"Mah, C.L. (2022). World Asteroidea Database. Mediaster tenellus Fisher, 1905. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=368837 on 2022-12-01","Fisher, 1905",368837,https://www.marinespecies.org/aphia.php?p=taxdetails&id=368837,WORMS
Megalobrachium,Megalobrachium,,HigherOrder,,,,,,,,worms
Megalocottus platycephalus,Megalocottus platycephalus,Belligerent sculpin,Species,Teleostei,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Megalocottus platycephalus (Pallas, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254411 on 2023-01-30","(Pallas, 1814)",254411,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254411,worms
Megalops atlanticus,Megalops atlanticus,Tarpon,Species,Actinopteri,Elopiformes,Megalopidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Megalops atlanticus Valenciennes, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126430 on 2022-12-01","Valenciennes, 1847",126430,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126430,WORMS
Tellina lutea,Megangulus luteus,Alaskan great tellin,Species,Bivalvia,Cardiida,Tellinidae,"MolluscaBase eds. (2022). MolluscaBase. Tellina lutea W. Wood, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254761 on 2022-12-01","(W. Wood, 1828)",423511,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254761,WORMS
Meganyctiphanes norvegica,Meganyctiphanes norvegica,Northern krill,Species,Malacostraca,Euphausiacea,Euphausiidae,"Siegel, V. (Ed) (2022). World Euphausiacea Database. Meganyctiphanes norvegica (M. Sars, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110690 on 2022-12-19","(M. Sars, 1857)",110690,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110690,WORMS
Macrocallista maculata,Megapitaria maculata,Calico clam,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Macrocallista maculata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=420944 on 2022-12-01","(Linnaeus, 1758)",863029,https://www.marinespecies.org/aphia.php?p=taxdetails&id=420944,WORMS
Megasurcula,Megasurcula,,HigherOrder,,,,,,,,worms
Megasurcula carpenteriana,Megasurcula carpenteriana,,Species,Gastropoda,Neogastropoda,Pseudomelatomidae,"MolluscaBase eds. (2023). MolluscaBase. Megasurcula carpenteriana (Gabb, 1865). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=579016 on 2023-02-21","(Gabb, 1865)",579016,https://www.marinespecies.org/aphia.php?p=taxdetails&id=579016,worms
Megayoldia thraciaeformis,Megayoldia thraciaeformis,Broad yoldia,Species,Bivalvia,Nuculanida,Yoldiidae,"MolluscaBase eds. (2022). MolluscaBase. Megayoldia thraciaeformis (Storer, 1838). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141983 on 2022-12-01","(Storer, 1838)",141983,https://www.marinespecies.org/aphia.php?p=taxdetails&id=141983,WORMS
Meiosquilla,Meiosquilla,,HigherOrder,,,,,,,,worms
Meiosquilla quadridens,Meiosquilla quadridens,,Species,Malacostraca,Stomatopoda,Squillidae,"WoRMS (2022). Meiosquilla quadridens (Bigelow, 1893). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=409280 on 2022-12-01","(Bigelow, 1893)",409280,https://www.marinespecies.org/aphia.php?p=taxdetails&id=409280,WORMS
Melamphaeidae,Melamphaeidae,,HigherOrder,,,,,,,,worms
Melamphaes lugubris,Melamphaes lugubris,Highsnout melamphid,Species,Actinopteri,Beryciformes,Melamphaidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melamphaes lugubris Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274932 on 2022-12-01","Gilbert, 1890",274932,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274932,WORMS
Melamphaes microps,Melamphaes microps,,Species,Actinopteri,Beryciformes,Melamphaidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melamphaes microps (G<fc>nther, 1878). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127268 on 2022-12-19","(G<fc>nther, 1878)",127268,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127268,WORMS
Melamphaes suborbitalis,Melamphaes suborbitalis,,Species,Actinopteri,Beryciformes,Melamphaidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melamphaes suborbitalis (Gill, 1883). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127270 on 2022-12-19","(Gill, 1883)",127270,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127270,WORMS
Melamphaidae,Melamphaidae,Bigscale fishes,HigherOrder,Actinopteri,Beryciformes,Melamphaidae,,,,,worms
Melanocetus johnsonii,Melanocetus johnsonii,Humpback anglerfish,Species,Actinopteri,Lophiiformes,Melanocetidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melanocetus johnsonii G<fc>nther, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126556 on 2022-12-01","G<fc>nther, 1864",126556,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126556,WORMS
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Haddock,Species,Actinopteri,Gadiformes,Gadidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melanogrammus aeglefinus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126437 on 2022-12-01","(Linnaeus, 1758)",126437,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126437,WORMS
Bathylagus bericoides,Melanolagus bericoides,Deep sea smelt,Species,Actinopteri,Argentiniformes,Bathylagidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Bathylagus bericoides (Borodin, 1929). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158720 on 2022-12-19","(Borodin, 1929)",126721,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158720,WORMS
Melanonidae,Melanonidae,,HigherOrder,,,,,,,,worms
